content,nickname,信息,信息5,creation_time,ip_address
收到货后爱不释手 很喜欢y7000p 2024的散热能力 在电竞时的噪音也很小 加上个散热底座游戏流畅运行 五星好评,                                    u***k            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-12,广西
"外形外观：很好看，实物比图片要好看噢
包装保护：保护的很好，双层保护
画面品质：画质很清晰
运行速度：运行速度很快，网速也很快",                                    j***k            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-06,山东
外观大气，对于自己学的专业来说特别好，客服也很有耐心，特别喜欢。4060的显卡，运转流畅，驱动强。续航能力强，性价比高，推荐购买,                                    j***o            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-28,浙江
"包装保护：包装完美，没有磕碰
画面品质：画面精美，没有坏点
运行速度：运行速度很快，多页面也很流畅
外形外观：看着不错，能看就行了",                                    j***u            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-18,四川
"包装保护：非常完美 快递送到连外面的纸箱都没有折痕
外形外观：蛮好看的 摸着很舒服
画面品质：无敌 大型游戏随便玩 画质很细腻
运行速度：更新完所有驱动之后感觉很丝滑 很舒服
游戏效果：无敌",                                    j***c            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-17,江苏
"包装保护：完整没有破损
外形外观：外观帅气，看到很舒服同学都喜欢这款
画面品质：画面清晰流畅没有卡顿
运行速度：运行速度快，并没有掉帧情况
游戏效果：流程清晰",                                    i***e            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-27,江苏
期待好久的电脑终于到了，颜值特别高，键盘很灵敏 特别有质感，连接速度也很快续航能力也不错，无论是玩游戏还是办公都特别流畅，反正性价比真的很高，推荐大家购买，另外客服态度也很不错。,                                    j***0            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-18,浙江
"电脑质量非常好，外观非常帅，屏幕清晰。反应快。1
包装保护：好
外形外观：好
画面品质：好
跑分评测：好
运行速度：好
游戏效果：好",                                    j***c            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-20,河南
"包装保护：包装很好完好无损送到手上
外形外观：时尚大气
运行速度：刚刚用速度快的很，期待时间考验吧
画面品质：还没做高精度图案，没发现任何画面品质问题。",                                    6***s            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-30,上海
"包装保护：非常好看
外形外观：很高级
画面品质：好
跑分评测：非常好
运行速度：非常的快速
游戏效果：很流畅 不卡顿 非常喜欢这一款产品呢",                                    1***q            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-19,江苏
配置杠杠的，升级成了32g，学习工作都能满足了，颜值很高，厚度能接受，独立显卡打游戏很棒，比较喜欢的一款，值得推荐,                                    u***i            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-06,四川
"电脑已经到了，****今天就到了，很快。
包装保护：保护很好，包装也挺大，没有压坏。
外形外观：很好，纯黑色，简约风",                                    u***k            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-30,江苏
这台笔记本电脑的键盘布局合理，键帽大小适中，打字手感舒适。屏幕显示清晰细腻，色彩还原度高，视觉效果极佳。整体设计简约时尚，非常适合日常办公和娱乐使用。,                                    j***4            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-25,江苏
"包装保护：非常好
外形外观：看起来真的非常奈斯
画面品质：平价机中的佼佼者
跑分评测：可以可以
运行速度：很快，很适合学生党
游戏效果：适合玩游戏的伙计",                                    ****n            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-16,山西
外形外观：没有刮花，有泡棉垫包着的，验机没有任何问题，还送了很多配件，运行速度非常快，电脑带有独立显卡，打游戏体验感很好,                                    6***q            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-31,湖南
外观，包装都很不错，很有质感，比23款的散热强了很多，硬件搭配合理，性能散热增强很大，机身设计也很合理，这款y7000p是中端机中整体素质很不错的一款,                                    困***悸            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-10,吉林
"电脑非常好用，性价比很高，
包装保护：保护完好
外形外观：外形美观
画面品质：画面品质高
跑分评测：很棒
游戏效果：非常好
运行速度：运行速度快",                                    j***x            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-25,江苏
这款产品表现出色，运行顺畅无卡顿。考虑到它所配备的高端处理器和合理的价格，这样的配置让我感到非常满足。无论是办公还是处理文档，都非常顺畅。它的窄边框设计增加了便携性，美观与实用性兼备，是我经过多家比较后的理想选择。,                                    j***4            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-06,贵州
"外形外观：米米嘟 我喜欢开机的时候那个键盘亮特别好看
包装保护：包装的很好 电脑很完整 没有破损啥的 保护很到位
运行速度：运行速度快 用起来很流畅我很喜欢",                                    z***y            ,32G 1TB 满血RTX4050-6G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-13,重庆
"包装保护：用保护垫保护起来 非常到位 不用担心运输的过程受到磕碰
外形外观：外形很帅 键盘带有发光
运行速度：运行速度流畅
游戏效果：游戏效果非常丝滑",                                    j***f            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-22,安徽
这台游戏电脑性能强劲，高画质游戏运行丝滑，无卡顿掉帧。机箱炫酷，散热超给力。硬件配置高，玩大型游戏特效全开也毫无压力，赞！,                                    霞***尘            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-12,河南
机子做工挺好，开机很快只要几秒钟。运行速度也很快，装了几个软件，试了一下，一点也不卡。连续运行几个小时，发热也很小。不错。,                                    8***q            ,32G 1TB 满血RTX4050-6G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-27,陕西
整机美观大方，性能稳定强劲，电竞屏幕画质超赞，三种模式适合多种场景选择：安静模式，均衡模式，野兽模式。,                                    B***g            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-19,上海
"很棒的电脑，各方面都很优秀，
包装保护：完好无损
外形外观：触感舒适
画面品质：超高清屏幕
跑分评测：很优秀
运行速度：优秀
游戏效果：轻松流畅",                                    j***9            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-29,山西
孩子出去上学要买笔记本，自己选的这个本子，收到很满意。本子很薄，开机速度快，显示色彩靓丽屏幕很大，关键是打游戏很流畅：）很不错的游戏本！,                                    u***g            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-11,江苏
"运行速度：速度没的说，14650嘎嘎板正
游戏效果：打黑猴很爽，发挥的很好
游戏本的话买拯救者y7000p的话绝对不后悔",                                    j***g            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-07,陕西
"货已收到，
外形外观：外观很满意，
包装保护：包装严密，物流很快
画面品质：帧率很高，画面非常流畅
游戏效果：很满意，画质高清不卡顿，十分流畅",                                    e***8            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-28,河南
"商家服务态度很好，回复很及时。
包装保护：包装保护挺好的
外形外观：是自己想要的16，很漂亮
运行速度：可能初次开机较卡顿，其它都很快
画面品质：画质很好",                                    j***0            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-19,湖南
"包装保护：好，没有任何破损
外形外观：简约美观
画面品质：非常清晰，屏幕无坏点与漏光
运行速度：很快
游戏效果：流畅
售后服务很好",                                    j***3            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-28,湖南
"包装保护：很好
外形外观：美观
画面品质：好
跑分评测：高
运行速度：快
游戏效果：好
客服用心 价格低 物流有保障 机子性能好",                                    j***j            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-20,广东
产品完美，电脑性能优秀，轻薄小巧，显示器细节清晰明亮，外观完美，耐用，CPU运行流畅，质量好，客服服务态度好，基本满足日常需求,                                    3***v            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-24,广东
"包装保护：包装完好没有受损
外形外观：外形也非常大气
画面品质：画质清晰
运行速度：目前没有卡顿，处理文档，刷视频非常流畅",                                    3***4            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-12,甘肃
